id,account,group,topic,text
p0459,mix_03,mixed,advertising_regulation,"nah the voices of successful adult switchers are missing from this conversation. Leading reviews place the relative risk well below that of combustible tobacco. At the same time, innovation in this category has helped many adults move away from smoking. Responsible regulaton, not prohibition, is the proportionate path forward - just saying honestly."
p0460,syn_03,synthetic,harm_reduction_framing,"Overly strict rules may drive ex-smokers back to far more harmful products. In practice, leading reviews place the relative risk well below that of combustible tobacco. Balanced, evidence-based policy protects both adults and young people."
p0461,mix_08,mixed,harm_reduction_framing,honestly disproportionate measures threaten to undo progress among adult quitters. continued innovation offers adult smokers a credible smoke-free pathway. The proportionate response is responsible regulation grounded in evidence honestly imo.
p0462,org_05,organic,harm_reduction_framing,"porhibition never works, it just creates a black market 😂"
p0463,org_39,organic,taxation,"imo flavours like bubblegum are obviously aimed at teenagers come on 💀 real talk flavours like bubblegum are obviously aimed at teenagers come on nanny state nonsense, regulate the cowboys not the rest of us fwiw tax them like cigarettes, simple 🔥"
p0464,syn_02,synthetic,harm_reduction_framing,"Stronger enforcement of existing safeguards is preferable to broad new bans. At the same time, respecting adult autonomy is consistent with protecting young people."
p0465,mix_05,mixed,harm_reduction_framing,"honestly it is that simple. Scientific evidence continues to position these products as less harmful. In practice, we should really make it easier, not harder, for adults to leave smoking behind. That said, stronger enforcement of existing safeguards is preferable to broad new bans. The proportionate response is responsible regulaton grounded in evidence fwiw imo."
p0466,syn_07,synthetic,flavour_restrictions,"The comparative-risk picture clearly favours these products over cigarettes. Heavy-handed restrictions could reverse the gains made by adult switchers. Crucially, respecting adult autonomy is consistent with protecting young people. Responsible regulation, not prohibition, is the proportionate path forward."
p0467,org_20,organic,advertising_regulation,"smoke-free alternatives worked for me when patches and gum never did 🔥 honestly i quit a 25-year habit with vaping and i genuinely believe in harm reduction for adults ?? look I'm not industry, I'm just someone who quit, and I want evidence-based policy not panic 💀"
p0468,pro_05,professional,flavour_restrictions,We recommend that any flavour policy be paired with a robust monitoring and evaluation plan. The disposable-product waste stream raises distinct environmental and equity questions for local authorities. We welcome the proposed point-of-sale display restrictions but note that enforcement funding has not been confirmed. Our organisation urges members to respond to the consultation before the deadline this Friday.
p0469,syn_13,synthetic,advertising_regulation,"Prohibition tends to hand the market to unregulated illicit suppliers. Importantly, enforcing existing age verification is more effective than new blanket rules. Responsible regulation, not prohibition, is the proportionate path forward."
p0470,org_37,organic,enforcement_policy,smoke-free alternatives worked for me when patches and gum never did …
p0471,mix_01,mixed,enforcement_policy,"Flavour bans risk pushing former smokers back toward combustible cigarettes. Prohibition tends to hand the market to unregulated illicit suppliers. That said, for many adults this is the most effective route away from cigarettes. The proportionate response is responsible regulation grounded in evidence honestly ??"
p0472,org_28,organic,flavour_restrictions,"hmm battery died at the worst time today ugh … got a sore throat from a dodgy disposable, never again 😂 ngl im an adult i can decide what i put in my body thanks"
p0473,syn_01,synthetic,age_restrictions,"The comparative-risk picture clearly favours these products over cigarettes. Disproportionate measures threaten to undo progress among adult quitters. That said, responsible adults should retain the freedom to choose smoke-free products. Responsible regulation, not prohibition, is the proportionate path forward."
p0474,org_04,organic,youth_exposure,"started on 18mg now I'm on 3mg, that's progress nobody talks about 🔥 honestly the innovation in these devices is the only reason I'm not smoking today I quit a 25-year habit with vaping and I genuinely believe in harm reduction for adults … we keep tlaking about kids but where is the voice for adults who finally stopped smoking …"
p0475,mix_09,mixed,enforcement_policy,"the data increasingly recognise the harm reduction potential of these options. At the same time, applying the rules already on the books works better than fresh prohibitions. At the same time, grown consumers are entitled to make their own choices about safer products. A proportionate, evidence-based approach serves public health best - just saying fwiw."
p0476,org_25,organic,youth_exposure,fwiw i switched and it helped me but i wouldnt recommend it to a non smoker 🤷
p0477,mix_09,mixed,age_restrictions,the data increasingly recognise the harm reduction potential of these options. Adult consumers deserve continued access to less harmful alternatives. This matters - just saying.
p0478,syn_04,synthetic,enforcement_policy,"Expert assessments consistently rank these alternatives as far less harmful. Ultimately, enforcing existing age verification is more effective than new blanket rules. Worth remembering. In practice, excise hikes fall hardest on lower-income adults trying to quit smoking. Responsible regulation, not prohibition, is the proportionate path forward."
p0479,org_22,organic,flavour_restrictions,"tbh the tax hike means i might as well smoke again, great job ?? ok so regulation is fine but it has to actually be enforced or whats the point tbh advertising near schools should just be illegal full stop 🙄"
p0480,syn_09,synthetic,retail_licensing,"It is that simple. Regressive taxes on these products undermine public health goals. Notably, better enforcement of current age limits beats sweeping new restrictions. That said, balanced regulation protects young people far better than prohibition. Balanced, evidence-based policy protects both adults and young people."
p0481,syn_02,synthetic,age_restrictions,"Scientific evidence continues to position these products as less harmful. That said, informed adults do not need the state to decide this for them. The proportionate response is responsible regulation grounded in evidence."
p0482,syn_06,synthetic,age_restrictions,"A growing body of evidence frames these alternatives as reduced-risk. Ultimately, disproportionate measures threaten to undo progress among adult quitters. Balanced, evidence-based policy protects both adults and young people."
p0483,org_32,organic,flavour_restrictions,"imo as an ex-smoker I think adult choice has to count for something in this debate two years smoke free this month and i'm not going back to analogues … look the corner shop near me got raided for selling to kids, that's the real problem not me !! my doctor actually suggested I try it and I never looked back 💀"
p0484,syn_10,synthetic,age_restrictions,"Enforcing existing age verification is more effective than new blanket rules. At the same time, adults can weigh the risks and make informed decisions for themselves. A proportionate, evidence-based approach serves public health best."
p0485,mix_00,mixed,flavour_restrictions,"ok so grown consumers are entitled to make their own choices about safer products. Stronger enforcement of existing safeguards is preferable to broad new bans. Balanced, evidence-based policy protects both adults and young people imo honestly 😂"
p0486,org_00,organic,harm_reduction_framing,"my nephew vapes more than he breathes, ban the sweet ones already fwiw we banned cig ads for a reason, why is this any different ?? my coil keeps burning out anyone else??"
p0487,org_27,organic,taxation,i do think proportionate rules make more sense than a blanket ban adult smokers trying to quit shouldn't be an afterthought in this debate evidence is mixed and policy should reflect that uncertainty evidence-based policy please
p0488,syn_13,synthetic,taxation,"Restrictive policy risks fuelling an uncontrolled illicit trade. Worth remembering. At the same time, proportionate rules safeguard youth without removing adult options. At the same time, leading reviews place the relative risk well below that of combustible tobacco."
p0489,org_27,organic,flavour_restrictions,"switchde 3 years ago and my chest feels so much better the regulatory balance here is genuinely difficult to get right this is about adult choice too the chemist near me stopped stocking my brand, gutted"
p0490,org_08,organic,age_restrictions,"the corner shop near me got raided for selling to kids, that's the real problem not me 😂 two years smoke free this month and i'm not going back to analogues 😂 I've watched friends go back to cigarettes after flavour bans, it's heartbreaking honestly 🤷"
p0491,org_22,organic,advertising_regulation,lol my coil keeps burning out anyone else?? 🔥 honestly kids are getting hooked on these things at my school and it's scary 🙄 off topic but the new phone update is terrible 🤷 i mean both sides have a point? protect kids but dont punish quitters ??
p0492,org_07,organic,harm_reduction_framing,"I quit a 25-year habit with vaping and I genuinely believe in harm reduction for adults 👀 the corner shop near me got raided for selling to kids, that's the real problem not me look I quit a 25-yea rhabit with vaping and I genuinely believe in harm reduction for adults 🙄"
p0493,syn_11,synthetic,retail_licensing,"We should not abandon the smokers who finally found something that works. In practice, adults can weigh the risks and make informed decisions for themselves. In practice, leading reviews place the relative risk well below that of combustible tobacco. A proportionate, evidence-based approach serves public health best."
p0494,org_11,organic,advertising_regulation,"as an ex-smoker i think adult choice has to count for something in this debate 😂 imo started on 18mg now i'm on 3mg, that's progress nobody talks about my doctor actually suggested I try it and I never lookedb ack look two years smoke free this month and I'm not going back to analogues 🤷"
p0495,org_39,organic,retail_licensing,"nah i switched and it helped me but i wouldnt recommend it to a non smoker the disposables are ane nvironmental nightmare too btw ?? look enforcement is non existent round here, shops sell to anyone 💀 fwiw the science seems messy honestly, depends which study you read 💀"
p0496,org_29,organic,age_restrictions,regulation is fine but it has to actually be enforced or whats the point …
p0497,syn_11,synthetic,harm_reduction_framing,"Responsible adults should retain the freedom to choose smoke-free products. Crucially, the millions of adults who have already switched are too often ignored. Notably, sensible oversight protects children without resorting to outright bans. Balanced, evidence-based policy protects both adults and young people."
p0498,mix_04,mixed,advertising_regulation,"see treating adult consumers as incapable of informed choice is patronising. Ultimately, disproportionate measures threaten to undo progress among adult quitters imo ??"
p0499,syn_08,synthetic,taxation,"The voices of successful adult switchers are missing from this conversation. Importantly, responsible adults should retain the freedom to choose smoke-free products. Responsible regulation, not prohibition, is the proportionate path forward."
p0500,org_38,organic,harm_reduction_framing,"honestly i'm not industry, i'm just someone wh oquit, and i want evidence-based policy not panic"
p0501,syn_04,synthetic,enforcement_policy,"It is that simple. Raising taxes on safer products simply protects the cigarette trade. In practice, sensible oversight protects children without resorting to outright bans. Responsible regulation, not prohibition, is the proportionate path forward."
p0502,syn_10,synthetic,age_restrictions,"Scientific evidence continues to position these products as less harmful. Treating adult consumers as incapable of informed choice is patronising. Moreover, responsible adults should retain the freedom to choose smoke-free products. The proportionate response is responsible regulation grounded in evidence."
p0503,syn_01,synthetic,retail_licensing,"Heavy-handed restrictions could reverse the gains made by adult switchers. In practice, grown consumers are entitled to make their own choices about safer products. Responsible regulation, not prohibition, is the proportionate path forward."
p0504,syn_12,synthetic,age_restrictions,"restrictive policy risks fuelling an uncontrolled illicit trade. Crucially, proportionate rules safeguard youth without removing adult options. Ultimately, regressive taxes on these products undermine public health goals. The proportionate response is responsible regulation grounded in evidence."
p0505,pro_09,professional,enforcement_policy,The disposable-product waste stream raises distinct environmental and equity questions for local authorities. Members have asked for clearer guidance on how to discuss switching with patients who still smoke.
p0506,syn_15,synthetic,harm_reduction_framing,"The comparative-risk picture clearly favours these products over cigarettes. Moreover, stronger enforcement of existing safeguards is preferable to broad new bans. Ultimately, adults can weigh the risks and make informed decisions for themselves. A proportionate, evidence-based approach serves public health best."
p0507,mix_07,mixed,enforcement_policy,"let us be clear. Bans rarely remove demand; they simply create an unregulated grey market. Applying the rules already on the books works better than fresh prohibitions. That said, leading reviews place the relative risk well below that of combustible tobacco. Policymakers should really really pursue evidence-based policy rather than restriction tbh."
p0508,pro_01,professional,flavour_restrictions,"We support proportionate taxation provided revenue is ring-fenced for cessation support. Our organisation urges members to respond to the consultation before the deadline this Friday. The committee's analysis indicates that excise structure, not headline rate alone, drives substitution behaviour."
p0509,org_03,organic,flavour_restrictions,"kids are getting hooked on these things at my school and it's scary 👀 i've seen 13 yr olds buying these at teh corner shop, licensing is a joke !!"
p0510,syn_02,synthetic,taxation,"Raising taxes on safer products simply protects the cigarette trade. Moreover, scientific evidence continues to position these products as less harmful. Moreover, restrictive policy risks fuelling an uncontrolled illicit trade. Responsible regulation, not prohibition, is the proportionate path forward."
p0511,syn_11,synthetic,enforcement_policy,"The millions of adults who have already switched are too often ignored. At the same time, stronger enforcement of existing safeguards is preferable to broad new bans. In practice, proportionate rules safeguard youth without removing adult options."
p0512,pro_10,professional,advertising_regulation,"Our briefing summarises the trial evidence without overstating the strength of individual findings. We welcome the proposed point-of-sale display restrictions but note that enforcement funding has not been confirmed. Our organisation urges members to respond to the consultation before the deadline this Friday. Frontline cessation services report rising demand from young clients, and we need resourcing to match."
p0513,org_31,organic,taxation,"nah the chemist near me stopped stocking my bradn, gutted 🙄 flavour bans just push people back to cigarettes, makes no sense !! nanny state nonsense, regulate the cowboys not the rest of us advertising enar schools should just be illegal full stop 🤷 look prohibition never works, it just creates a black market 🙄"
p0514,org_14,organic,age_restrictions,fwiw battery died at the worst tiem today ugh the disposables are an envirnomental nightmare too btw 🔥
p0515,mix_07,mixed,age_restrictions,"fwiw the voices of successful adult switchers are missing from this conversation. Let us be clear. In practice, punitive taxation penalises the very smokers we want to help switch. Policymakers should really pursue evidence-based policy rather than restriction tbh imo."
p0516,pro_10,professional,retail_licensing,We support proportionate taxation provided revenue is ring-fenced for cessation support. Members have asked for clearer guidance on how to discuss switching with patients who still smoke. Our briefing summarises the trial evidence without overstating the strength of individual findings. A licensing scheme with meaningful penalties would close the gap that current voluntary codes leave open.
p0517,org_33,organic,retail_licensing,"ok so vaping got me off a 20-a-day habit after 15 years, leave it alone tbh vaping got me off a 20-a-day habit after 15 years, leave it laone complicated issue, not as black and white as twitter makes out 💀"
p0518,syn_04,synthetic,retail_licensing,"A measured framework shields minors while preserving adult access. Moreover, prohibition tends to hand the market to unregulated illicit suppliers. This matters."
p0519,pro_10,professional,retail_licensing,Our briefing summarises the trial evidence without overstating the strength of individual findings. Our organisation urges members to respond to the consultation before the deadline this Friday.
p0520,pro_10,professional,retail_licensing,Our position is that protecting minors and supporting adult quit attempts are not mutually exclusive goals. We recommend that any flavour policy be paired with a robust monitoring and evaluation plan. We caution against framing that treats commercial messaging as neutral public information. A licensing scheme with meaningful penalties would close the gap that current voluntary codes leave open.
p0521,pro_00,professional,enforcement_policy,The disposable-product waste stream raises distinct environmental and equity questions for local authorities. Article 5.3 obligations mean policymakers should document and publish all industry contacts. Members have asked for clearer guidance on how to discuss switching with patients who still smoke.
p0522,pro_04,professional,youth_exposure,The coalition notes that youth exposure online is poorly captured by current advertising rules. Article 5.3 obligations mean policymakers should document and publish all industry contacts.
p0523,pro_11,professional,taxation,"Our briefing summarises the trial evidence without overstating the strength of individual findings. The coalition notes that youth exposure online is poorly captured by current advertising rules. Frontline cessation services report rising demand from young clients, and we need resourcing to match. Clinicians in our network describe mixed outcomes and call for better-quality longitudinal data."
